INFO:root:Started -- Creating window
INFO:root:Drawing Walls True True
INFO:root:Drawing Walls True True
INFO:root:Drawing Walls True True
INFO:root:Drawing Walls True True
INFO:root:Drawing Walls True True
INFO:root:Drawing Walls True True
INFO:root:Drawing Walls True True
INFO:root:Drawing Walls True True
INFO:root:Drawing Walls True True
INFO:root:Drawing Walls False False
INFO:root:Drawing Walls False False
